timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
2023-02-14T21:26:03,codecarbon,a813539a-87fb-4c2d-9061-a38d1bc5145f,3191.143454551697,0.005273916133384547,0.0016526728454849256,42.5,0.0,5.844410419464111,0.037673155309259895,0,0.005180527418856101,0.04285368272811604,Brazil,BRA,rio grande do norte,,,Linux-5.15.79.1-microsoft-standard-WSL2-x86_64-with-glibc2.35,3.9.16,12,AMD Ryzen 5 5600 6-Core Processor,,,-36.8253,-6.5635,15.585094451904297,machine,N
